week_start_date,sku_id,category,current_price,current_quantity,cost_price,is_on_promo,normal_elasticity,promo_elasticity,final_elasticity,elasticity,competitor_price,margin_target,elasticity_p_value,recommended_price,predicted_quantity,predicted_revenue,predicted_gross_margin,predicted_profit,volume_change_pct,price_change_pct,historical_revenue,historical_profit,revenue_change_pct,profit_change_pct
2024-08-19,SKU0014,Apparel,665.526914893617,188,500,False,-0.8937,-1.4484,-0.8937,-0.8937,623.3733333333333,0.18,0.152,685.6802984618529,183.05391837954244,125516.46538909631,27.079719058339403,33989.5061993251,-2.630894478966783,3.028184603391648,125119.06,31119.059999999998,0.3176217828812833,9.224077460325297
2024-08-26,SKU0014,Apparel,555.4611065573771,244,500,False,-0.8937,-1.4484,-0.8937,-0.8937,609.39,0.18,0.152,,,,,,,,135532.51,13532.510000000011,,
2024-09-02,SKU0014,Apparel,555.5355072463768,207,500,False,-0.8937,-1.4484,-0.8937,-0.8937,597.2233333333334,0.18,0.152,,,,,,,,114995.85,11495.850000000002,,
2024-09-09,SKU0014,Apparel,591.1568487394958,238,500,False,-0.8937,-1.4484,-0.8937,-0.8937,603.3000000000001,0.18,0.152,611.6520141937543,230.86,141205.98399677014,18.254172569173637,25775.983996770126,-2.9999999999999916,3.466958980169088,140695.33,21695.329999999998,0.3629502107640237,18.80890494299985
2024-09-16,SKU0014,Apparel,618.6322685185186,216,500,True,-0.8937,-1.4484,-1.4484,-1.4484,603.0066666666667,0.18,0.152,631.7575409108972,209.53058979604867,132372.53015516163,20.855713209362424,27607.235257137305,-2.9950973166441353,2.121659839020462,133624.57,25624.57000000001,-0.936983254530499,7.737360108432223
2024-09-23,SKU0014,Apparel,540.2530152671756,262,500,True,-0.8937,-1.4484,-1.4484,-1.4484,576.59,0.18,0.152,,,,,,,,141546.29,10546.289999999995,,
2024-09-30,SKU0014,Apparel,588.625752688172,186,500,False,-0.8937,-1.4484,-0.8937,-0.8937,570.3566666666667,0.18,0.152,,,,,,,,109484.39,16484.39,,
2024-10-07,SKU0014,Apparel,659.6547239263804,163,500,False,-0.8937,-1.4484,-0.8937,-0.8937,564.25,0.18,0.152,620.6094701066686,172.13497305858485,106828.59441671401,19.434036365242473,20761.107887421593,5.60427795005205,-5.919044070101942,107523.72,26023.72,-0.6464858017244834,-20.222366796823856
2024-10-14,SKU0014,Apparel,566.726018957346,211,500,False,-0.8937,-1.4484,-0.8937,-0.8937,576.79,0.18,0.152,,,,,,,,119579.19,14079.19000000001,,
2024-10-21,SKU0014,Apparel,614.4367661691542,201,500,False,-0.8937,-1.4484,-0.8937,-0.8937,610.9166666666666,0.18,0.152,635.7390368113163,194.97000000000003,123950.04000710235,21.351376736615727,26465.04000710234,-2.9999999999999916,3.466958980169088,123501.79,23001.79,0.3629502107640237,15.056436942961128
2024-10-28,SKU0014,Apparel,636.3632638888889,144,500,False,-0.8937,-1.4484,-0.8937,-0.8937,609.66,0.18,0.152,658.4257172127818,139.68,91968.90418028137,24.061289386359704,22128.904180281366,-2.9999999999999916,3.466958980169088,91636.31,19636.310000000005,0.3629502107640237,12.693801331723531
2024-11-04,SKU0014,Apparel,640.3337062937063,143,500,False,-0.8937,-1.4484,-0.8937,-0.8937,606.5933333333334,0.18,0.152,662.5338132271055,138.71,91900.06523273181,24.532153677625452,22545.065232731806,-2.9999999999999916,3.466958980169088,91567.72,20067.72,0.3629502107640237,12.344926243398868
2024-11-11,SKU0014,Apparel,595.9025789473684,190,500,False,-0.8937,-1.4484,-0.8937,-0.8937,625.3066666666667,0.18,0.152,616.5622769212433,184.3,113632.42763658515,18.905191135482397,21482.427636585147,-2.9999999999999916,3.466958980169088,113221.48999999999,18221.489999999994,0.3629502107640237,17.896108587086744
2024-11-18,SKU0014,Apparel,655.3739195979899,199,500,False,-0.8937,-1.4484,-0.8937,-0.8937,580.82,0.18,0.152,638.8978096134106,203.58013244034726,130066.90069694589,21.740223166120412,28276.834476772263,2.301574090626768,-2.51400147181412,130419.40999999999,30919.409999999996,-0.2702889877006065,-8.546655719587582
2024-11-25,SKU0014,Apparel,588.6470338983052,236,500,False,-0.8937,-1.4484,-0.8937,-0.8937,590.1999999999999,0.18,0.152,,,,,,,,138920.7,20920.700000000015,,
2024-12-02,SKU0014,Apparel,624.1784259259259,216,500,False,-0.8937,-1.4484,-0.8937,-0.8937,610.04,0.18,0.152,645.8184359158429,209.52,135311.8786930874,22.578859290236274,30551.8786930874,-2.9999999999999916,3.466958980169088,134822.54,26822.54,0.3629502107640237,13.90374920901376
2024-12-09,SKU0014,Apparel,604.8936,200,500,False,-0.8937,-1.4484,-0.8937,-0.8937,615.9866666666667,0.18,0.152,625.865012985668,194.00000000000003,121417.81251921962,20.11056863288031,24417.812519219606,-2.9999999999999805,3.466958980169088,120978.72,20978.719999999998,0.3629502107640237,16.393242863337743
2024-12-16,SKU0014,Apparel,654.2057142857143,168,500,False,-0.8937,-1.4484,-0.8937,-0.8937,608.6999999999999,0.18,0.152,669.5621914865036,164.55225349778888,110177.9674660222,25.324337849790535,27901.840717127758,-2.0522300608399546,2.3473468460232016,109906.56,25906.56,0.2469438275769953,7.70183581736732
2024-12-23,SKU0014,Apparel,662.3462962962963,216,500,False,-0.8937,-1.4484,-0.8937,-0.8937,621.74,0.18,0.152,683.8726177530584,209.91340158724373,143554.0274449174,26.886968856450622,38597.326651295516,-2.8178696355353083,3.2500100894551576,143066.8,35066.79999999999,0.3405594064572526,10.068003499878886
2024-12-30,SKU0014,Apparel,613.3589855072463,69,500,False,-0.8937,-1.4484,-0.8937,-0.8937,566.08,0.18,0.152,622.6754011071406,68.07663132440007,42389.64371594375,19.701340520119963,8351.328053743711,-1.3382154718839634,1.5189172768357961,42321.77,7821.769999999995,0.16037541894811103,6.770309709230982
2024-07-01,SKU0015,Apparel,1949.1378758169933,306,1600,True,-3.0115,-1.2282,-1.2282,-1.2282,1923.9466666666667,0.18,0.0248,1998.033723776663,296.82855869944007,593073.4704615021,19.921271550126978,118147.77654239793,-2.997203039398666,2.508588467051087,596436.19,106836.18999999994,-0.5638020621280271,10.587785414659567
2024-07-08,SKU0015,Apparel,1791.5662536873156,339,1600,True,-3.0115,-1.2282,-1.2282,-1.2282,1987.7033333333336,0.18,0.0248,,,,,,,,607340.96,64940.95999999998,,
2024-07-15,SKU0015,Apparel,1851.642190082645,242,1600,False,-3.0115,-1.2282,-3.0115,-3.0115,2010.44,0.18,0.0248,,,,,,,,448097.4100000001,60897.41000000007,,
2024-07-22,SKU0015,Apparel,2070.231445086705,173,1600,False,-3.0115,-1.2282,-3.0115,-3.0115,1967.75,0.18,0.0248,2091.136434118575,167.843883426384,350984.4598768624,23.486580124820573,82434.24639464801,-2.980414204402315,1.009789947954065,358150.04,81350.04000000001,-2.0007201794916885,1.3327668857298747
2024-07-29,SKU0015,Apparel,2107.2696650717703,209,1600,False,-3.0115,-1.2282,-3.0115,-3.0115,1857.3166666666664,0.18,0.0248,2042.886656879914,229.4715181587008,468784.30258038675,21.679453208448262,101629.87352646547,9.794984764928616,-3.0552809286353733,440419.36,106019.36,6.44043953480764,-4.1402687900912944
2024-08-05,SKU0015,Apparel,1695.235250965251,259,1600,True,-3.0115,-1.2282,-1.2282,-1.2282,1912.16,0.18,0.0248,,,,,,,,439065.93,24665.930000000008,,
2024-08-12,SKU0015,Apparel,1858.70025,240,1600,True,-3.0115,-1.2282,-1.2282,-1.2282,1996.3233333333333,0.18,0.0248,,,,,,,,446088.06,62088.06000000003,,
2024-08-19,SKU0015,Apparel,1922.006666666667,264,1600,False,-3.0115,-1.2282,-3.0115,-3.0115,1992.6066666666663,0.18,0.0248,,,,,,,,507409.76000000007,85009.76000000005,,
2024-08-26,SKU0015,Apparel,1890.442753036437,247,1600,False,-3.0115,-1.2282,-3.0115,-3.0115,1876.65,0.18,0.0248,,,,,,,,466939.3599999999,71739.35999999991,,
2024-09-02,SKU0015,Apparel,1966.627411167513,197,1600,False,-3.0115,-1.2282,-3.0115,-3.0115,1849.15,0.18,0.0248,1986.5839629469665,191.1002649791125,379636.7217224207,19.45973440626666,73876.2977558407,-2.994789350704319,1.0147601760318148,387425.60000000003,72225.60000000005,-2.0104191043594732,2.285474618197214
2024-09-09,SKU0015,Apparel,1978.7430454545447,220,1600,False,-3.0115,-1.2282,-3.0115,-3.0115,1857.1866666666667,0.18,0.0248,1998.810509120918,213.41533240703845,426576.8092227224,19.952392050225704,85112.27737146094,-2.993030724073431,1.0141520756053124,435323.46999999986,83323.46999999983,-2.0092325316798165,2.146822943716953
2024-09-16,SKU0015,Apparel,1991.1634517766497,197,1600,True,-3.0115,-1.2282,-1.2282,-1.2282,1900.1933333333327,0.18,0.0248,2041.0714359171338,191.10035256277803,390049.4710095799,21.609799057275183,84288.90690913504,-2.9947448919908526,2.5064734939742372,392259.2,77059.2,-0.5633338849465153,9.382016565361484
2024-09-23,SKU0015,Apparel,1788.1482578397215,287,1600,True,-3.0115,-1.2282,-1.2282,-1.2282,1852.0633333333333,0.18,0.0248,,,,,,,,513198.55000000005,53998.550000000076,,
2024-09-30,SKU0015,Apparel,2178.071161290323,155,1600,False,-3.0115,-1.2282,-3.0115,-3.0115,1746.11,0.18,0.0248,,,,,,,,337601.03,89601.03000000004,,
2024-10-07,SKU0015,Apparel,2111.020196078431,153,1600,False,-3.0115,-1.2282,-3.0115,-3.0115,1804.1233333333328,0.18,0.0248,1984.4233899844587,184.32084428478439,365770.5946604094,19.372044893477565,70857.24380475435,20.471140055414637,-5.996949073682334,322986.08999999997,78186.08999999997,13.246547137806907,-9.373593429784776
2024-10-14,SKU0015,Apparel,2133.9313829787234,188,1600,False,-3.0115,-1.2282,-3.0115,-3.0115,1875.756666666667,0.18,0.0248,2063.1407531914856,208.10433197846478,429348.5282204608,22.448335261423644,96381.59705491715,10.69379360556637,-3.3173807907741715,401179.1,100379.09999999999,7.0216589599161106,-3.9824056452815837
2024-10-21,SKU0015,Apparel,1934.548492462312,199,1600,False,-3.0115,-1.2282,-3.0115,-3.0115,1869.9133333333327,0.18,0.0248,1954.2113795998948,193.03089176127963,377223.1652942083,18.12554073205817,68373.73847616083,-2.9995518787539477,1.0164070435141115,384975.1500000001,66575.15000000008,-2.0136324918093584,2.7015913237307565
2024-10-28,SKU0015,Apparel,2141.2216993464053,153,1600,False,-3.0115,-1.2282,-3.0115,-3.0115,1808.1833333333327,0.18,0.0248,1988.9521327704908,191.06088000932655,380010.94478355686,19.55563064399664,74313.5367686344,24.87639216295854,-7.111340531547661,327606.92000000004,82806.92000000001,15.996006672739638,-10.256852001457872
2024-11-04,SKU0015,Apparel,1821.0870386266088,233,1600,False,-3.0115,-1.2282,-3.0115,-3.0115,1839.9766666666667,0.18,0.0248,,,,,,,,424313.27999999985,51513.279999999846,,
2024-11-11,SKU0015,Apparel,1899.3555154639173,194,1600,False,-3.0115,-1.2282,-3.0115,-3.0115,1871.6633333333327,0.18,0.0248,,,,,,,,368474.97,58074.96999999996,,
2024-11-18,SKU0015,Apparel,1901.6316746411485,209,1600,False,-3.0115,-1.2282,-3.0115,-3.0115,1803.743333333333,0.18,0.0248,,,,,,,,397441.02,63041.02000000003,,
2024-11-25,SKU0015,Apparel,1902.8020833333333,216,1600,False,-3.0115,-1.2282,-3.0115,-3.0115,1920.473333333333,0.18,0.0248,,,,,,,,411005.25,65405.249999999985,,
2024-12-02,SKU0015,Apparel,1800.1029281767956,181,1600,False,-3.0115,-1.2282,-3.0115,-3.0115,1872.743333333333,0.18,0.0248,,,,,,,,325818.63,36218.63,,
2024-12-09,SKU0015,Apparel,1902.559640718563,167,1600,False,-3.0115,-1.2282,-3.0115,-3.0115,1881.733333333333,0.18,0.0248,,,,,,,,317727.46,50527.46000000003,,
2024-12-16,SKU0015,Apparel,2054.9614673913047,184,1600,False,-3.0115,-1.2282,-3.0115,-3.0115,1843.1166666666668,0.18,0.0248,2027.3210805426331,191.65885787749855,388554.0428477773,21.078115580402105,81899.87024377963,4.162422759510087,-1.345056210896256,378112.9100000001,83712.91000000006,2.7613796227632603,-2.165782740344868
2024-12-23,SKU0015,Apparel,2025.683855932204,236,1600,False,-3.0115,-1.2282,-3.0115,-3.0115,1869.6066666666663,0.18,0.0248,2046.181036585759,228.9520597400933,468477.36292742874,21.80555036959257,102154.06734327947,-2.9864153643672453,1.0118647385932933,478061.3900000002,100461.39000000016,-2.0047691097939246,1.6849033676313852
2024-12-30,SKU0015,Apparel,2130.5320689655173,58,1600,False,-3.0115,-1.2282,-3.0115,-3.0115,1901.0333333333333,0.18,0.0248,2091.0339884358364,61.36240949848398,128310.883873648,23.48283151548131,30131.028676073638,5.797257756006857,-1.853906876363487,123570.86,30770.86,3.835875119464238,-2.0793417016175764
2024-07-01,SKU0016,Apparel,3117.6830456852795,197,2200,True,-1.4252,0.4284,0.4284,0.4284,2386.2960000000003,0.18,0.0011,,,,,,,,614183.56,180783.56000000006,,
2024-07-08,SKU0016,Apparel,3489.191674876848,203,2200,True,-1.4252,0.4284,0.4284,0.4284,2530.5,0.18,0.0011,,,,,,,,708305.9100000001,261705.91000000015,,
2024-07-15,SKU0016,Apparel,3244.687177033493,209,2200,False,-1.4252,0.4284,-1.4252,-1.4252,2471.25,0.18,0.0011,2718.345946206788,268.9668221520402,731144.8706611206,19.068431923835675,139417.86192663218,28.69225940289004,-16.22163253678959,678139.62,218339.62,7.816273979261168,-36.146329316396084
2024-07-22,SKU0016,Apparel,3111.96877094972,179,2200,False,-1.4252,0.4284,-1.4252,-1.4252,2369.3250000000003,0.18,0.0011,,,,,,,,557042.4099999998,163242.40999999983,,
2024-07-29,SKU0016,Apparel,3210.71,207,2200,False,-1.4252,0.4284,-1.4252,-1.4252,2554.9950000000003,0.18,0.0011,2810.245094970291,250.28105328671975,703351.1023630023,21.715013258540797,152732.7851322188,20.9087213945506,-12.472783435118995,664616.97,209216.97,5.828038420836945,-26.99789833863917
2024-08-05,SKU0016,Apparel,2991.200210526316,190,2200,True,-1.4252,0.4284,0.4284,0.4284,2471.277,0.18,0.0011,,,,,,,,568328.04,150328.04000000004,,
2024-08-12,SKU0016,Apparel,3143.5027165354327,254,2200,True,-1.4252,0.4284,0.4284,0.4284,2371.815,0.18,0.0011,,,,,,,,798449.69,239649.68999999992,,
2024-08-19,SKU0016,Apparel,3673.5808943089432,123,2200,False,-1.4252,0.4284,-1.4252,-1.4252,2330.187,0.18,0.0011,,,,,,,,451850.45,181250.45,,
2024-08-26,SKU0016,Apparel,3174.7750943396227,159,2200,False,-1.4252,0.4284,-1.4252,-1.4252,2428.2180000000003,0.18,0.0011,,,,,,,,504789.24,154989.24000000002,,
2024-09-02,SKU0016,Apparel,3190.368043478261,138,2200,False,-1.4252,0.4284,-1.4252,-1.4252,2424.351,0.18,0.0011,,,,,,,,440270.79,136670.79,,
2024-09-09,SKU0016,Apparel,3501.968059701492,134,2200,False,-1.4252,0.4284,-1.4252,-1.4252,2370.699,0.18,0.0011,,,,,,,,469263.72,174463.71999999994,,
2024-09-16,SKU0016,Apparel,2945.5521808510643,188,2200,True,-1.4252,0.4284,0.4284,0.4284,2456.8740000000003,0.18,0.0011,,,,,,,,553763.81,140163.81000000008,,
2024-09-23,SKU0016,Apparel,3212.6412432432435,185,2200,True,-1.4252,0.4284,0.4284,0.4284,2375.946,0.18,0.0011,,,,,,,,594338.63,187338.63000000003,,
2024-09-30,SKU0016,Apparel,3607.086884057971,138,2200,False,-1.4252,0.4284,-1.4252,-1.4252,2425.2270000000003,0.18,0.0011,,,,,,,,497777.99,194177.99,,
2024-10-07,SKU0016,Apparel,3110.956073619632,163,2200,False,-1.4252,0.4284,-1.4252,-1.4252,2410.383,0.18,0.0011,,,,,,,,507085.84,148485.84000000005,,
2024-10-14,SKU0016,Apparel,3555.1359146341465,164,2200,False,-1.4252,0.4284,-1.4252,-1.4252,2532.9390000000003,0.18,0.0011,,,,,,,,583042.29,222242.29000000004,,
2024-10-21,SKU0016,Apparel,3521.338447204969,161,2200,False,-1.4252,0.4284,-1.4252,-1.4252,2294.835,0.18,0.0011,,,,,,,,566935.49,212735.49,,
2024-10-28,SKU0016,Apparel,3262.5747777777774,180,2200,False,-1.4252,0.4284,-1.4252,-1.4252,2451.543,0.18,0.0011,2696.593136402525,236.15696014580237,636819.2378428553,18.415575182580966,117273.92552209011,31.198311192112428,-17.34769867131618,587263.46,191263.45999999993,8.438423504649052,-38.68461570124783
2024-11-04,SKU0016,Apparel,3286.216875,160,2200,False,-1.4252,0.4284,-1.4252,-1.4252,2366.8080000000004,0.18,0.0011,,,,,,,,525794.7,173794.7,,
2024-11-11,SKU0016,Apparel,3286.936129032258,186,2200,False,-1.4252,0.4284,-1.4252,-1.4252,2352.498,0.18,0.0011,,,,,,,,611370.12,202170.12000000002,,
2024-11-18,SKU0016,Apparel,3168.904882352941,170,2200,False,-1.4252,0.4284,-1.4252,-1.4252,2331.012,0.18,0.0011,,,,,,,,538713.83,164713.83,,
2024-11-25,SKU0016,Apparel,3765.582521008404,119,2200,False,-1.4252,0.4284,-1.4252,-1.4252,2374.701,0.18,0.0011,,,,,,,,448104.32000000007,186304.32000000007,,
2024-12-02,SKU0016,Apparel,3522.4783743842363,203,2200,False,-1.4252,0.4284,-1.4252,-1.4252,2325.1560000000004,0.18,0.0011,,,,,,,,715063.11,268463.11,,
2024-12-09,SKU0016,Apparel,3115.6553205128203,156,2200,False,-1.4252,0.4284,-1.4252,-1.4252,2421.363,0.18,0.0011,,,,,,,,486042.23,142842.22999999995,,
2024-12-16,SKU0016,Apparel,3599.9182432432435,148,2200,False,-1.4252,0.4284,-1.4252,-1.4252,2391.261,0.18,0.0011,,,,,,,,532787.9,207187.90000000005,,
2024-12-23,SKU0016,Apparel,3482.246891891892,148,2200,False,-1.4252,0.4284,-1.4252,-1.4252,2353.242,0.18,0.0011,,,,,,,,515372.54000000004,189772.54000000004,,
2024-12-30,SKU0016,Apparel,3349.78511627907,43,2200,False,-1.4252,0.4284,-1.4252,-1.4252,2472.771,0.18,0.0011,2719.9248273135986,57.861823342888776,157379.8098639567,19.115411650075465,30083.798509601394,34.5623798671832,-18.80300577802787,144040.76,49440.76,9.260607805704923,-39.15182835053225
2024-07-01,SKU0017,Apparel,3453.066962457338,293,2800,True,-0.2452,1.7034,1.7034,1.7034,3332.853333333333,0.18,0.8675,,,,,,,,1011748.62,191348.62000000002,,
2024-07-08,SKU0017,Apparel,3391.101433224756,307,2800,True,-0.2452,1.7034,1.7034,1.7034,3304.066666666667,0.18,0.8675,,,,,,,,1041068.1400000001,181468.14000000007,,
2024-07-15,SKU0017,Apparel,3283.9393214285715,280,2800,False,-0.2452,1.7034,-0.2452,-0.2452,3351.48,0.18,0.8675,3686.3799409824555,272.174712354829,1003339.4000675114,24.044725589143336,241250.20547399015,-2.794745587561065,12.254812898881928,919503.01,135503.01,9.117576468565481,78.04047708902564
2024-07-22,SKU0017,Apparel,3215.488008298755,241,2800,False,-0.2452,1.7034,-0.2452,-0.2452,3280.4933333333333,0.18,0.8675,3608.4183897347157,234.28251648682087,845389.3408843711,22.403676692107453,189398.29472127272,-2.787337557335745,12.219929927334782,774932.61,100132.61,9.091981673654326,89.14746626625703
2024-07-29,SKU0017,Apparel,3550.7322705314014,207,2800,False,-0.2452,1.7034,-0.2452,-0.2452,3358.6733333333336,0.18,0.8675,3694.1612522494956,204.99978949706096,757302.2790793458,24.204716340008485,183302.86848757503,-0.9662852671203148,4.039419781335107,735001.5800000001,155401.58000000007,3.0341021959906067,17.954314549166718
2024-08-05,SKU0017,Apparel,3332.218899082569,218,2800,True,-0.2452,1.7034,1.7034,1.7034,3422.63,0.18,0.8675,,,,,,,,726423.72,116023.72000000002,,
2024-08-12,SKU0017,Apparel,3162.177138047138,297,2800,True,-0.2452,1.7034,1.7034,1.7034,3448.023333333333,0.18,0.8675,,,,,,,,939166.6100000001,107566.61000000004,,
2024-08-19,SKU0017,Apparel,3447.4572321428573,224,2800,False,-0.2452,1.7034,-0.2452,-0.2452,3351.063333333333,0.18,0.8675,3685.704957000706,220.3595630343907,812180.3337983633,24.030815470413046,195173.5573020694,-1.625195073932717,6.910824669165216,772230.42,145030.42000000004,5.173315213141083,34.574220568394786
2024-08-26,SKU0017,Apparel,3364.064363636364,220,2800,False,-0.2452,1.7034,-0.2452,-0.2452,3256.693333333333,0.18,0.8675,3582.020855636652,216.6394745815396,776007.1161052411,21.831834239771872,169416.5872769303,-1.5275115538456396,6.478963195718679,740094.16,124094.16000000005,4.852484730489026,36.52261095681719
2024-09-02,SKU0017,Apparel,3264.59436440678,236,2800,False,-0.2452,1.7034,-0.2452,-0.2452,3246.09,0.18,0.8675,3570.602614521487,230.87170431392218,824351.1110423221,21.581864399792888,177910.33896334007,-2.1730066466431386,9.373545866863386,770444.2700000001,109644.27000000012,6.996851445507146,62.26141043516444
2024-09-09,SKU0017,Apparel,3101.287130801688,237,2800,False,-0.2452,1.7034,-0.2452,-0.2452,3179.2899999999995,0.18,0.8675,3497.137006875824,230.12091794236323,804764.3781924733,19.934506583675805,160425.80795385627,-2.902566269045048,12.764051162583211,735005.05,71405.05000000003,9.49099984992936,124.67011500426959
2024-09-16,SKU0017,Apparel,3101.155482625483,259,2800,True,-0.2452,1.7034,1.7034,1.7034,3309.313333333333,0.18,0.8675,,,,,,,,803199.27,77999.27000000005,,
2024-09-23,SKU0017,Apparel,3292.7007843137253,204,2800,True,-0.2452,1.7034,1.7034,1.7034,3075.083333333333,0.18,0.8675,,,,,,,,671710.96,100510.95999999996,,
2024-09-30,SKU0017,Apparel,3184.3835071090048,211,2800,False,-0.2452,1.7034,-0.2452,-0.2452,3265.63,0.18,0.8675,3592.0024200116522,204.8593241711535,735855.1881847349,22.049050290146603,162249.08050550515,-2.9102729046665887,12.800559731346905,671904.92,81104.92000000001,9.51775560517325,100.04838239838607
2024-10-07,SKU0017,Apparel,3660.8866216216215,148,2800,False,-0.2452,1.7034,-0.2452,-0.2452,3134.96,0.18,0.8675,3448.2692757408527,150.18731855452745,517886.3161774811,18.799844904849362,97361.82422480424,1.4779179422482747,-5.80781017978066,541811.22,127411.21999999999,-4.415726906231088,-23.584575813021612
2024-10-14,SKU0017,Apparel,3474.632389937108,159,2800,False,-0.2452,1.7034,-0.2452,-0.2452,3281.603333333333,0.18,0.8675,3609.670832262902,157.52044214327682,568596.9454897423,22.43060018177113,127539.70748856725,-0.9305395325302945,3.8864094721755116,552466.5500000002,107266.5500000002,2.919705363110614,18.899794473269637
2024-10-21,SKU0017,Apparel,3135.4697872340425,235,2800,False,-0.2452,1.7034,-0.2452,-0.2452,3327.9166666666665,0.18,0.8675,3550.053536333672,227.95213633426948,809242.2877082888,21.12795000574251,170976.30597233417,-2.999090921587455,13.222380607448137,736835.4,78835.4,9.826738469444972,116.8775778043039
2024-10-28,SKU0017,Apparel,3391.0671875000003,192,2800,False,-0.2452,1.7034,-0.2452,-0.2452,3211.313333333333,0.18,0.8675,3532.0404031265634,190.09199129322738,671412.593558462,20.725708643608975,139155.01793742535,-0.9937545347774024,4.15719323244943,651084.9,113484.90000000005,3.122126401405101,22.61985333504748
2024-11-04,SKU0017,Apparel,3480.072038216561,157,2800,False,-0.2452,1.7034,-0.2452,-0.2452,3225.84,0.18,0.8675,3548.3049811351552,156.25429102219124,554437.8791577833,21.08908295971113,116925.86429564787,-0.47497387121576695,1.9606761632888992,546371.31,106771.31000000007,1.4763895925983483,9.510564491198803
2024-11-11,SKU0017,Apparel,3308.60358490566,212,2800,False,-0.2452,1.7034,-0.2452,-0.2452,3241.363333333333,0.18,0.8675,3565.3261447649093,208.1507646784362,742125.3633608368,21.46581024259629,159303.22226121541,-1.8156770384734955,7.759242026770918,701423.9599999998,107823.95999999988,5.802682212457766,47.74380597894532
2024-11-18,SKU0017,Apparel,3216.1628426395937,197,2800,False,-0.2452,1.7034,-0.2452,-0.2452,3322.53,0.18,0.8675,3641.3281691781085,191.09292279199647,695832.0426930742,23.104980657868207,160771.85887548403,-2.9985163492403655,13.219645501207577,633584.08,81984.07999999996,9.824735920301887,96.10131488391906
2024-11-25,SKU0017,Apparel,3618.543901098901,182,2800,False,-0.2452,1.7034,-0.2452,-0.2452,3301.77,0.18,0.8675,3631.894037635908,181.83573397576427,660408.1180557273,22.905239773388566,151268.06292358736,-0.0902560572723754,0.36893670221749275,658574.99,148974.99000000002,0.27834765722387633,1.5392334804569252
2024-12-02,SKU0017,Apparel,3216.587862903226,248,2800,False,-0.2452,1.7034,-0.2452,-0.2452,3260.02,0.18,0.8675,3585.811934652397,241.47945137372662,865899.8987092221,21.91447708281925,189757.4348627876,-2.6292534783360355,11.478749764849173,797713.79,103313.79000000001,8.547690859051338,83.67096479839486
2024-12-09,SKU0017,Apparel,3461.1377637130804,237,2800,False,-0.2452,1.7034,-0.2452,-0.2452,3215.1866666666665,0.18,0.8675,3536.291672534428,235.7549542898184,833698.2816138195,20.821010841753743,173584.409602328,-0.5253357426926675,2.1713642724444204,820289.65,156689.65000000005,1.634621577124551,10.782307320443918
2024-12-16,SKU0017,Apparel,3540.543025641026,195,2800,False,-0.2452,1.7034,-0.2452,-0.2452,3165.57,0.18,0.8675,3481.846656566195,195.8009619909204,681748.9248605309,19.582903091965395,133506.23128595375,0.4107497389335357,-1.6578352148171827,690405.89,144405.89000000004,-1.253895029700447,-7.547932230497167
2024-12-23,SKU0017,Apparel,3697.56808988764,178,2800,False,-0.2452,1.7034,-0.2452,-0.2452,3335.22,0.18,0.8675,3668.103775306532,178.34952867207008,654204.5794461608,23.66628177617432,154825.89916436461,0.19636442251127484,-0.7968565788332271,658167.1199999999,159767.1199999999,-0.6020568991412234,-3.0927645410615767
2024-12-30,SKU0017,Apparel,3200.5550000000003,66,2800,False,-0.2452,1.7034,-0.2452,-0.2452,3360.906666666667,0.18,0.8675,3623.6736126705778,64.0209073510268,231990.87262714366,22.73034772752467,52732.3320442686,-2.9986252257169554,13.22016377380102,211236.63,26436.63000000002,9.82511538228179,99.46692163210122
2024-07-01,SKU0018,Apparel,2166.896,275,1900,True,-2.1046,0.5354,0.5354,0.5354,2455.14,0.18,0.0,,,,,,,,595896.4,73396.40000000005,,
2024-07-08,SKU0018,Apparel,2294.5230147058824,272,1900,True,-2.1046,0.5354,0.5354,0.5354,2503.33,0.18,0.0,,,,,,,,624110.26,107310.26000000001,,
2024-07-15,SKU0018,Apparel,2188.7948299319723,294,1900,False,-2.1046,0.5354,-2.1046,-2.1046,2424.396666666667,0.18,0.0,,,,,,,,643505.6799999998,84905.67999999988,,
2024-07-22,SKU0018,Apparel,2543.8825333333334,225,1900,False,-2.1046,0.5354,-2.1046,-2.1046,2539.94,0.18,0.0,2580.967046315611,218.25000000000006,563296.0578583822,26.384182133890732,148621.0578583821,-2.9999999999999694,1.4577918790017463,572373.5700000001,144873.57,-1.5859418773682799,2.586729835112145
2024-07-29,SKU0018,Apparel,2241.001120689655,232,1900,False,-2.1046,0.5354,-2.1046,-2.1046,2469.34,0.18,0.0,,,,,,,,519912.26,79112.26000000001,,
2024-08-05,SKU0018,Apparel,2127.3171482889734,263,1900,True,-2.1046,0.5354,0.5354,0.5354,2336.8,0.18,0.0,,,,,,,,559484.41,59784.41,,
2024-08-12,SKU0018,Apparel,2146.25543071161,267,1900,True,-2.1046,0.5354,0.5354,0.5354,2443.5666666666666,0.18,0.0,,,,,,,,573050.2,65750.19999999992,,
2024-08-19,SKU0018,Apparel,2271.5921782178216,202,1900,False,-2.1046,0.5354,-2.1046,-2.1046,2368.45,0.18,0.0,,,,,,,,458861.61999999994,75061.61999999997,,
