week_start_date,sku_id,category,current_price,recommended_price,predicted_gross_margin,price_change_pct,current_quantity,predicted_quantity,volume_change_pct,historical_revenue,cost_price,predicted_revenue,revenue_change_pct,historical_profit,predicted_profit,profit_change_pct,elasticity,elasticity_p_value,elasticity_significant
2024-11-18,SKU0014,Apparel,655.3739195979899,638.8978096134106,21.740223166120412,-2.51400147181412,199,203.58013244034726,2.301574090626768,130419.40999999999,500,130066.90069694589,-0.2702889877006065,30919.409999999996,28276.834476772263,-8.546655719587582,-0.8937,0.152,False
2024-11-25,SKU0014,Apparel,588.6470338983052,,,,236,,,138920.7,500,,,20920.700000000015,,,-0.8937,0.152,False
2024-12-02,SKU0014,Apparel,624.1784259259259,645.8184359158429,22.578859290236274,3.466958980169088,216,209.52,-2.9999999999999916,134822.54,500,135311.8786930874,0.3629502107640237,26822.54,30551.8786930874,13.90374920901376,-0.8937,0.152,False
2024-12-09,SKU0014,Apparel,604.8936,625.865012985668,20.11056863288031,3.466958980169088,200,194.00000000000003,-2.9999999999999805,120978.72,500,121417.81251921962,0.3629502107640237,20978.719999999998,24417.812519219606,16.393242863337743,-0.8937,0.152,False
2024-12-16,SKU0014,Apparel,654.2057142857143,669.5621914865036,25.324337849790535,2.3473468460232016,168,164.55225349778888,-2.0522300608399546,109906.56,500,110177.9674660222,0.2469438275769953,25906.56,27901.840717127758,7.70183581736732,-0.8937,0.152,False
2024-12-23,SKU0014,Apparel,662.3462962962963,683.8726177530584,26.886968856450622,3.2500100894551576,216,209.91340158724373,-2.8178696355353083,143066.8,500,143554.0274449174,0.3405594064572526,35066.79999999999,38597.326651295516,10.068003499878886,-0.8937,0.152,False
2024-12-30,SKU0014,Apparel,613.3589855072463,622.6754011071406,19.701340520119963,1.5189172768357961,69,68.07663132440007,-1.3382154718839634,42321.77,500,42389.64371594375,0.16037541894811103,7821.769999999995,8351.328053743711,6.770309709230982,-0.8937,0.152,False
2024-07-01,SKU0015,Apparel,1949.1378758169933,1998.033723776663,19.921271550126978,2.508588467051087,306,296.82855869944007,-2.997203039398666,596436.19,1600,593073.4704615021,-0.5638020621280271,106836.18999999994,118147.77654239793,10.587785414659567,-1.2282,0.0248,True
2024-07-08,SKU0015,Apparel,1791.5662536873156,,,,339,,,607340.96,1600,,,64940.95999999998,,,-1.2282,0.0248,True
2024-07-15,SKU0015,Apparel,1851.642190082645,,,,242,,,448097.4100000001,1600,,,60897.41000000007,,,-3.0115,0.0248,True
2024-07-22,SKU0015,Apparel,2070.231445086705,2091.136434118575,23.486580124820573,1.009789947954065,173,167.843883426384,-2.980414204402315,358150.04,1600,350984.4598768624,-2.0007201794916885,81350.04000000001,82434.24639464801,1.3327668857298747,-3.0115,0.0248,True
2024-07-29,SKU0015,Apparel,2107.2696650717703,2042.886656879914,21.679453208448262,-3.0552809286353733,209,229.4715181587008,9.794984764928616,440419.36,1600,468784.30258038675,6.44043953480764,106019.36,101629.87352646547,-4.1402687900912944,-3.0115,0.0248,True
2024-08-05,SKU0015,Apparel,1695.235250965251,,,,259,,,439065.93,1600,,,24665.930000000008,,,-1.2282,0.0248,True
2024-08-12,SKU0015,Apparel,1858.70025,,,,240,,,446088.06,1600,,,62088.06000000003,,,-1.2282,0.0248,True
2024-08-19,SKU0015,Apparel,1922.006666666667,,,,264,,,507409.76000000007,1600,,,85009.76000000005,,,-3.0115,0.0248,True
2024-08-26,SKU0015,Apparel,1890.442753036437,,,,247,,,466939.3599999999,1600,,,71739.35999999991,,,-3.0115,0.0248,True
2024-09-02,SKU0015,Apparel,1966.627411167513,1986.5839629469665,19.45973440626666,1.0147601760318148,197,191.1002649791125,-2.994789350704319,387425.60000000003,1600,379636.7217224207,-2.0104191043594732,72225.60000000005,73876.2977558407,2.285474618197214,-3.0115,0.0248,True
2024-09-09,SKU0015,Apparel,1978.7430454545447,1998.810509120918,19.952392050225704,1.0141520756053124,220,213.41533240703845,-2.993030724073431,435323.46999999986,1600,426576.8092227224,-2.0092325316798165,83323.46999999983,85112.27737146094,2.146822943716953,-3.0115,0.0248,True
2024-09-16,SKU0015,Apparel,1991.1634517766497,2041.0714359171338,21.609799057275183,2.5064734939742372,197,191.10035256277803,-2.9947448919908526,392259.2,1600,390049.4710095799,-0.5633338849465153,77059.2,84288.90690913504,9.382016565361484,-1.2282,0.0248,True
2024-09-23,SKU0015,Apparel,1788.1482578397215,,,,287,,,513198.55000000005,1600,,,53998.550000000076,,,-1.2282,0.0248,True
2024-09-30,SKU0015,Apparel,2178.071161290323,,,,155,,,337601.03,1600,,,89601.03000000004,,,-3.0115,0.0248,True
2024-10-07,SKU0015,Apparel,2111.020196078431,1984.4233899844587,19.372044893477565,-5.996949073682334,153,184.32084428478439,20.471140055414637,322986.08999999997,1600,365770.5946604094,13.246547137806907,78186.08999999997,70857.24380475435,-9.373593429784776,-3.0115,0.0248,True
2024-10-14,SKU0015,Apparel,2133.9313829787234,2063.1407531914856,22.448335261423644,-3.3173807907741715,188,208.10433197846478,10.69379360556637,401179.1,1600,429348.5282204608,7.0216589599161106,100379.09999999999,96381.59705491715,-3.9824056452815837,-3.0115,0.0248,True
2024-10-21,SKU0015,Apparel,1934.548492462312,1954.2113795998948,18.12554073205817,1.0164070435141115,199,193.03089176127963,-2.9995518787539477,384975.1500000001,1600,377223.1652942083,-2.0136324918093584,66575.15000000008,68373.73847616083,2.7015913237307565,-3.0115,0.0248,True
2024-10-28,SKU0015,Apparel,2141.2216993464053,1988.9521327704908,19.55563064399664,-7.111340531547661,153,191.06088000932655,24.87639216295854,327606.92000000004,1600,380010.94478355686,15.996006672739638,82806.92000000001,74313.5367686344,-10.256852001457872,-3.0115,0.0248,True
2024-11-04,SKU0015,Apparel,1821.0870386266088,,,,233,,,424313.27999999985,1600,,,51513.279999999846,,,-3.0115,0.0248,True
2024-11-11,SKU0015,Apparel,1899.3555154639173,,,,194,,,368474.97,1600,,,58074.96999999996,,,-3.0115,0.0248,True
2024-11-18,SKU0015,Apparel,1901.6316746411485,,,,209,,,397441.02,1600,,,63041.02000000003,,,-3.0115,0.0248,True
2024-11-25,SKU0015,Apparel,1902.8020833333333,,,,216,,,411005.25,1600,,,65405.249999999985,,,-3.0115,0.0248,True
2024-12-02,SKU0015,Apparel,1800.1029281767956,,,,181,,,325818.63,1600,,,36218.63,,,-3.0115,0.0248,True
2024-12-09,SKU0015,Apparel,1902.559640718563,,,,167,,,317727.46,1600,,,50527.46000000003,,,-3.0115,0.0248,True
2024-12-16,SKU0015,Apparel,2054.9614673913047,2027.3210805426331,21.078115580402105,-1.345056210896256,184,191.65885787749855,4.162422759510087,378112.9100000001,1600,388554.0428477773,2.7613796227632603,83712.91000000006,81899.87024377963,-2.165782740344868,-3.0115,0.0248,True
2024-12-23,SKU0015,Apparel,2025.683855932204,2046.181036585759,21.80555036959257,1.0118647385932933,236,228.9520597400933,-2.9864153643672453,478061.3900000002,1600,468477.36292742874,-2.0047691097939246,100461.39000000016,102154.06734327947,1.6849033676313852,-3.0115,0.0248,True
2024-12-30,SKU0015,Apparel,2130.5320689655173,2091.0339884358364,23.48283151548131,-1.853906876363487,58,61.36240949848398,5.797257756006857,123570.86,1600,128310.883873648,3.835875119464238,30770.86,30131.028676073638,-2.0793417016175764,-3.0115,0.0248,True
2024-07-01,SKU0016,Apparel,3117.6830456852795,,,,197,,,614183.56,2200,,,180783.56000000006,,,0.4284,0.0011,True
2024-07-08,SKU0016,Apparel,3489.191674876848,,,,203,,,708305.9100000001,2200,,,261705.91000000015,,,0.4284,0.0011,True
2024-07-15,SKU0016,Apparel,3244.687177033493,2718.345946206788,19.068431923835675,-16.22163253678959,209,268.9668221520402,28.69225940289004,678139.62,2200,731144.8706611206,7.816273979261168,218339.62,139417.86192663218,-36.146329316396084,-1.4252,0.0011,True
2024-07-22,SKU0016,Apparel,3111.96877094972,,,,179,,,557042.4099999998,2200,,,163242.40999999983,,,-1.4252,0.0011,True
2024-07-29,SKU0016,Apparel,3210.71,2810.245094970291,21.715013258540797,-12.472783435118995,207,250.28105328671975,20.9087213945506,664616.97,2200,703351.1023630023,5.828038420836945,209216.97,152732.7851322188,-26.99789833863917,-1.4252,0.0011,True
2024-08-05,SKU0016,Apparel,2991.200210526316,,,,190,,,568328.04,2200,,,150328.04000000004,,,0.4284,0.0011,True
2024-08-12,SKU0016,Apparel,3143.5027165354327,,,,254,,,798449.69,2200,,,239649.68999999992,,,0.4284,0.0011,True
2024-08-19,SKU0016,Apparel,3673.5808943089432,,,,123,,,451850.45,2200,,,181250.45,,,-1.4252,0.0011,True
2024-08-26,SKU0016,Apparel,3174.7750943396227,,,,159,,,504789.24,2200,,,154989.24000000002,,,-1.4252,0.0011,True
2024-09-02,SKU0016,Apparel,3190.368043478261,,,,138,,,440270.79,2200,,,136670.79,,,-1.4252,0.0011,True
2024-09-09,SKU0016,Apparel,3501.968059701492,,,,134,,,469263.72,2200,,,174463.71999999994,,,-1.4252,0.0011,True
2024-09-16,SKU0016,Apparel,2945.5521808510643,,,,188,,,553763.81,2200,,,140163.81000000008,,,0.4284,0.0011,True
2024-09-23,SKU0016,Apparel,3212.6412432432435,,,,185,,,594338.63,2200,,,187338.63000000003,,,0.4284,0.0011,True
2024-09-30,SKU0016,Apparel,3607.086884057971,,,,138,,,497777.99,2200,,,194177.99,,,-1.4252,0.0011,True
2024-10-07,SKU0016,Apparel,3110.956073619632,,,,163,,,507085.84,2200,,,148485.84000000005,,,-1.4252,0.0011,True
2024-10-14,SKU0016,Apparel,3555.1359146341465,,,,164,,,583042.29,2200,,,222242.29000000004,,,-1.4252,0.0011,True
2024-10-21,SKU0016,Apparel,3521.338447204969,,,,161,,,566935.49,2200,,,212735.49,,,-1.4252,0.0011,True
2024-10-28,SKU0016,Apparel,3262.5747777777774,2696.593136402525,18.415575182580966,-17.34769867131618,180,236.15696014580237,31.198311192112428,587263.46,2200,636819.2378428553,8.438423504649052,191263.45999999993,117273.92552209011,-38.68461570124783,-1.4252,0.0011,True
2024-11-04,SKU0016,Apparel,3286.216875,,,,160,,,525794.7,2200,,,173794.7,,,-1.4252,0.0011,True
2024-11-11,SKU0016,Apparel,3286.936129032258,,,,186,,,611370.12,2200,,,202170.12000000002,,,-1.4252,0.0011,True
2024-11-18,SKU0016,Apparel,3168.904882352941,,,,170,,,538713.83,2200,,,164713.83,,,-1.4252,0.0011,True
2024-11-25,SKU0016,Apparel,3765.582521008404,,,,119,,,448104.32000000007,2200,,,186304.32000000007,,,-1.4252,0.0011,True
2024-12-02,SKU0016,Apparel,3522.4783743842363,,,,203,,,715063.11,2200,,,268463.11,,,-1.4252,0.0011,True
2024-12-09,SKU0016,Apparel,3115.6553205128203,,,,156,,,486042.23,2200,,,142842.22999999995,,,-1.4252,0.0011,True
2024-12-16,SKU0016,Apparel,3599.9182432432435,,,,148,,,532787.9,2200,,,207187.90000000005,,,-1.4252,0.0011,True
2024-12-23,SKU0016,Apparel,3482.246891891892,,,,148,,,515372.54000000004,2200,,,189772.54000000004,,,-1.4252,0.0011,True
2024-12-30,SKU0016,Apparel,3349.78511627907,2719.9248273135986,19.115411650075465,-18.80300577802787,43,57.861823342888776,34.5623798671832,144040.76,2200,157379.8098639567,9.260607805704923,49440.76,30083.798509601394,-39.15182835053225,-1.4252,0.0011,True
2024-07-01,SKU0017,Apparel,3453.066962457338,,,,293,,,1011748.62,2800,,,191348.62000000002,,,1.7034,0.8675,False
2024-07-08,SKU0017,Apparel,3391.101433224756,,,,307,,,1041068.1400000001,2800,,,181468.14000000007,,,1.7034,0.8675,False
2024-07-15,SKU0017,Apparel,3283.9393214285715,3686.3799409824555,24.044725589143336,12.254812898881928,280,272.174712354829,-2.794745587561065,919503.01,2800,1003339.4000675114,9.117576468565481,135503.01,241250.20547399015,78.04047708902564,-0.2452,0.8675,False
2024-07-22,SKU0017,Apparel,3215.488008298755,3608.4183897347157,22.403676692107453,12.219929927334782,241,234.28251648682087,-2.787337557335745,774932.61,2800,845389.3408843711,9.091981673654326,100132.61,189398.29472127272,89.14746626625703,-0.2452,0.8675,False
2024-07-29,SKU0017,Apparel,3550.7322705314014,3694.1612522494956,24.204716340008485,4.039419781335107,207,204.99978949706096,-0.9662852671203148,735001.5800000001,2800,757302.2790793458,3.0341021959906067,155401.58000000007,183302.86848757503,17.954314549166718,-0.2452,0.8675,False
2024-08-05,SKU0017,Apparel,3332.218899082569,,,,218,,,726423.72,2800,,,116023.72000000002,,,1.7034,0.8675,False
2024-08-12,SKU0017,Apparel,3162.177138047138,,,,297,,,939166.6100000001,2800,,,107566.61000000004,,,1.7034,0.8675,False
2024-08-19,SKU0017,Apparel,3447.4572321428573,3685.704957000706,24.030815470413046,6.910824669165216,224,220.3595630343907,-1.625195073932717,772230.42,2800,812180.3337983633,5.173315213141083,145030.42000000004,195173.5573020694,34.574220568394786,-0.2452,0.8675,False
2024-08-26,SKU0017,Apparel,3364.064363636364,3582.020855636652,21.831834239771872,6.478963195718679,220,216.6394745815396,-1.5275115538456396,740094.16,2800,776007.1161052411,4.852484730489026,124094.16000000005,169416.5872769303,36.52261095681719,-0.2452,0.8675,False
2024-09-02,SKU0017,Apparel,3264.59436440678,3570.602614521487,21.581864399792888,9.373545866863386,236,230.87170431392218,-2.1730066466431386,770444.2700000001,2800,824351.1110423221,6.996851445507146,109644.27000000012,177910.33896334007,62.26141043516444,-0.2452,0.8675,False
2024-09-09,SKU0017,Apparel,3101.287130801688,3497.137006875824,19.934506583675805,12.764051162583211,237,230.12091794236323,-2.902566269045048,735005.05,2800,804764.3781924733,9.49099984992936,71405.05000000003,160425.80795385627,124.67011500426959,-0.2452,0.8675,False
2024-09-16,SKU0017,Apparel,3101.155482625483,,,,259,,,803199.27,2800,,,77999.27000000005,,,1.7034,0.8675,False
2024-09-23,SKU0017,Apparel,3292.7007843137253,,,,204,,,671710.96,2800,,,100510.95999999996,,,1.7034,0.8675,False
2024-09-30,SKU0017,Apparel,3184.3835071090048,3592.0024200116522,22.049050290146603,12.800559731346905,211,204.8593241711535,-2.9102729046665887,671904.92,2800,735855.1881847349,9.51775560517325,81104.92000000001,162249.08050550515,100.04838239838607,-0.2452,0.8675,False
2024-10-07,SKU0017,Apparel,3660.8866216216215,3448.2692757408527,18.799844904849362,-5.80781017978066,148,150.18731855452745,1.4779179422482747,541811.22,2800,517886.3161774811,-4.415726906231088,127411.21999999999,97361.82422480424,-23.584575813021612,-0.2452,0.8675,False
2024-10-14,SKU0017,Apparel,3474.632389937108,3609.670832262902,22.43060018177113,3.8864094721755116,159,157.52044214327682,-0.9305395325302945,552466.5500000002,2800,568596.9454897423,2.919705363110614,107266.5500000002,127539.70748856725,18.899794473269637,-0.2452,0.8675,False
2024-10-21,SKU0017,Apparel,3135.4697872340425,3550.053536333672,21.12795000574251,13.222380607448137,235,227.95213633426948,-2.999090921587455,736835.4,2800,809242.2877082888,9.826738469444972,78835.4,170976.30597233417,116.8775778043039,-0.2452,0.8675,False
2024-10-28,SKU0017,Apparel,3391.0671875000003,3532.0404031265634,20.725708643608975,4.15719323244943,192,190.09199129322738,-0.9937545347774024,651084.9,2800,671412.593558462,3.122126401405101,113484.90000000005,139155.01793742535,22.61985333504748,-0.2452,0.8675,False
2024-11-04,SKU0017,Apparel,3480.072038216561,3548.3049811351552,21.08908295971113,1.9606761632888992,157,156.25429102219124,-0.47497387121576695,546371.31,2800,554437.8791577833,1.4763895925983483,106771.31000000007,116925.86429564787,9.510564491198803,-0.2452,0.8675,False
2024-11-11,SKU0017,Apparel,3308.60358490566,3565.3261447649093,21.46581024259629,7.759242026770918,212,208.1507646784362,-1.8156770384734955,701423.9599999998,2800,742125.3633608368,5.802682212457766,107823.95999999988,159303.22226121541,47.74380597894532,-0.2452,0.8675,False
2024-11-18,SKU0017,Apparel,3216.1628426395937,3641.3281691781085,23.104980657868207,13.219645501207577,197,191.09292279199647,-2.9985163492403655,633584.08,2800,695832.0426930742,9.824735920301887,81984.07999999996,160771.85887548403,96.10131488391906,-0.2452,0.8675,False
2024-11-25,SKU0017,Apparel,3618.543901098901,3631.894037635908,22.905239773388566,0.36893670221749275,182,181.83573397576427,-0.0902560572723754,658574.99,2800,660408.1180557273,0.27834765722387633,148974.99000000002,151268.06292358736,1.5392334804569252,-0.2452,0.8675,False
2024-12-02,SKU0017,Apparel,3216.587862903226,3585.811934652397,21.91447708281925,11.478749764849173,248,241.47945137372662,-2.6292534783360355,797713.79,2800,865899.8987092221,8.547690859051338,103313.79000000001,189757.4348627876,83.67096479839486,-0.2452,0.8675,False
2024-12-09,SKU0017,Apparel,3461.1377637130804,3536.291672534428,20.821010841753743,2.1713642724444204,237,235.7549542898184,-0.5253357426926675,820289.65,2800,833698.2816138195,1.634621577124551,156689.65000000005,173584.409602328,10.782307320443918,-0.2452,0.8675,False
2024-12-16,SKU0017,Apparel,3540.543025641026,3481.846656566195,19.582903091965395,-1.6578352148171827,195,195.8009619909204,0.4107497389335357,690405.89,2800,681748.9248605309,-1.253895029700447,144405.89000000004,133506.23128595375,-7.547932230497167,-0.2452,0.8675,False
2024-12-23,SKU0017,Apparel,3697.56808988764,3668.103775306532,23.66628177617432,-0.7968565788332271,178,178.34952867207008,0.19636442251127484,658167.1199999999,2800,654204.5794461608,-0.6020568991412234,159767.1199999999,154825.89916436461,-3.0927645410615767,-0.2452,0.8675,False
2024-12-30,SKU0017,Apparel,3200.5550000000003,3623.6736126705778,22.73034772752467,13.22016377380102,66,64.0209073510268,-2.9986252257169554,211236.63,2800,231990.87262714366,9.82511538228179,26436.63000000002,52732.3320442686,99.46692163210122,-0.2452,0.8675,False
2024-07-01,SKU0018,Apparel,2166.896,,,,275,,,595896.4,1900,,,73396.40000000005,,,0.5354,0.0,True
2024-07-08,SKU0018,Apparel,2294.5230147058824,,,,272,,,624110.26,1900,,,107310.26000000001,,,0.5354,0.0,True
2024-07-15,SKU0018,Apparel,2188.7948299319723,,,,294,,,643505.6799999998,1900,,,84905.67999999988,,,-2.1046,0.0,True
2024-07-22,SKU0018,Apparel,2543.8825333333334,2580.967046315611,26.384182133890732,1.4577918790017463,225,218.25000000000006,-2.9999999999999694,572373.5700000001,1900,563296.0578583822,-1.5859418773682799,144873.57,148621.0578583821,2.586729835112145,-2.1046,0.0,True
2024-07-29,SKU0018,Apparel,2241.001120689655,,,,232,,,519912.26,1900,,,79112.26000000001,,,-2.1046,0.0,True
2024-08-05,SKU0018,Apparel,2127.3171482889734,,,,263,,,559484.41,1900,,,59784.41,,,0.5354,0.0,True
2024-08-12,SKU0018,Apparel,2146.25543071161,,,,267,,,573050.2,1900,,,65750.19999999992,,,0.5354,0.0,True
2024-08-19,SKU0018,Apparel,2271.5921782178216,,,,202,,,458861.61999999994,1900,,,75061.61999999997,,,-2.1046,0.0,True
2024-08-26,SKU0018,Apparel,2519.269308176101,2555.9950115608754,25.664956644820574,1.4577918790017463,159,154.23000000000002,-2.9999999999999916,400563.82,1900,394211.11063303385,-1.585941877368291,98463.82000000004,101174.11063303382,2.752575141847813,-2.1046,0.0,True
2024-09-02,SKU0018,Apparel,2141.3346153846155,,,,247,,,528909.65,1900,,,59609.65000000003,,,-2.1046,0.0,True
2024-09-09,SKU0018,Apparel,2239.747866108786,,,,239,,,535299.7399999999,1900,,,81199.7399999999,,,-2.1046,0.0,True
2024-09-16,SKU0018,Apparel,1991.637287449393,,,,247,,,491934.41000000003,1900,,,22634.410000000058,,,0.5354,0.0,True
2024-09-23,SKU0018,Apparel,2154.5809126984127,,,,252,,,542954.39,1900,,,64154.39,,,0.5354,0.0,True
2024-09-30,SKU0018,Apparel,2474.454375,2510.526769928353,24.318671971212506,1.4577918790017463,192,186.24000000000004,-2.9999999999999805,475095.24,1900,467560.50563145656,-1.585941877368302,110295.23999999996,113704.50563145652,3.0910360514710744,-2.1046,0.0,True
2024-10-07,SKU0018,Apparel,2104.749041666667,,,,240,,,505139.7700000001,1900,,,49139.77000000006,,,-2.1046,0.0,True
2024-10-14,SKU0018,Apparel,2402.345327102804,2437.3665221868864,22.04701333571872,1.4577918790017463,214,207.58000000000004,-2.9999999999999805,514101.9,1900,505948.542675554,-1.585941877368291,107501.90000000002,111546.54267555391,3.762391804753107,-2.1046,0.0,True
2024-10-21,SKU0018,Apparel,2439.419847715736,2474.981512150493,23.231749785916413,1.4577918790017463,197,191.09000000000003,-2.9999999999999805,480565.71,1900,472944.2171568378,-1.5859418773682799,106265.71,109873.21715683772,3.394798902522478,-2.1046,0.0,True
2024-10-28,SKU0018,Apparel,2503.488469945355,2539.9841215519637,25.196382769547586,1.4577918790017463,183,177.51000000000005,-2.9999999999999694,458138.38999999996,1900,450872.5814166892,-1.5859418773682687,110438.38999999997,113603.58141668909,2.8660245922537575,-2.1046,0.0,True
2024-11-04,SKU0018,Apparel,2400.936871794872,2435.9375345318563,22.001283979346947,1.4577918790017463,195,189.15000000000003,-2.9999999999999805,468182.69,1900,460757.5846567007,-1.5859418773682687,97682.69000000002,101372.58465670064,3.7774294060704205,-2.1046,0.0,True
2024-11-11,SKU0018,Apparel,2137.9541397849466,,,,186,,,397659.4700000001,1900,,,44259.470000000074,,,-2.1046,0.0,True
2024-11-18,SKU0018,Apparel,2113.4211764705883,,,,255,,,538922.4,1900,,,54422.400000000016,,,-2.1046,0.0,True
2024-11-25,SKU0018,Apparel,2518.6985964912283,2555.4159800874086,25.648113074137928,1.4577918790017463,171,165.87000000000003,-2.9999999999999805,430697.46,1900,423866.8486170985,-1.5859418773682799,105797.46000000004,108713.84861709848,2.756577158939777,-2.1046,0.0,True
2024-12-02,SKU0018,Apparel,2525.0463157894737,2561.8562359220855,25.83502644065679,1.4577918790017463,190,184.30000000000004,-2.9999999999999805,479758.8,1900,472150.1042804405,-1.5859418773682687,118758.80000000002,121980.10428044038,2.712476280023357,-2.1046,0.0,True
2024-12-09,SKU0018,Apparel,2432.884292682927,2468.3506823271678,23.025524144378267,1.4577918790017463,205,198.85000000000005,-2.9999999999999805,498741.28,1900,490831.5331807574,-1.5859418773682799,109241.28000000004,113016.53318075734,3.4558851569272075,-2.1046,0.0,True
2024-12-16,SKU0018,Apparel,2371.411398963731,2405.9816417555458,21.030153887057583,1.4577918790017463,193,187.21000000000004,-2.9999999999999805,457682.4,1900,450423.8231530558,-1.585941877368291,90982.40000000004,94724.82315305574,4.113348464159761,-2.1046,0.0,True
2024-12-23,SKU0018,Apparel,2572.2429943502825,2563.746108618451,25.889697360716035,-0.3303298230569185,177,178.23686391363006,0.6987931715424001,455287.01,1900,456954.0662709255,0.3661550262384017,118987.01000000001,118304.02483502841,-0.5739997710435762,-2.1046,0.0,True
2024-12-30,SKU0018,Apparel,2531.1751948051947,2568.0744612383714,26.014606325558564,1.4577918790017463,77,74.69000000000001,-2.9999999999999805,194900.49,1900,191809.481509894,-1.585941877368291,48600.48999999999,49898.48150989397,2.6707374964614283,-2.1046,0.0,True
2024-07-01,SKU0019,Apparel,1988.4967213114755,1849.1856627620352,18.883212745683643,-7.005848038691276,244,248.22759975393174,1.7326228499720209,485193.2,1500,459018.9185668035,-5.394610112671927,119193.20000000003,86677.51893590587,-27.279812157148353,-0.2365,0.4149,False
2024-07-08,SKU0019,Apparel,2012.9172690763053,1849.0823201758744,18.878679243586713,-8.139179459452494,249,254.04989884295418,2.0280718244795937,501216.4,1500,469759.1763929759,-6.276176040333903,127716.40000000001,88684.32812854464,-30.561519015142423,-0.2365,0.4149,False
2024-07-15,SKU0019,Apparel,2496.694424242424,,,,165,,,411954.5799999999,1500,,,164454.57999999993,,,-0.552,0.4149,False
2024-07-22,SKU0019,Apparel,2169.375396825397,1873.7777838310035,19.947818095420146,-13.625931843191486,189,204.91709059507122,8.421741055593234,410011.95,1500,383969.0918843295,-6.351731483843459,126511.95,76593.45599172269,-39.457532674405314,-0.552,0.4149,False
2024-07-29,SKU0019,Apparel,2100.099491525424,,,,177,,,371717.61000000004,1500,,,106217.61000000007,,,-0.552,0.4149,False
2024-08-05,SKU0019,Apparel,2326.422209944752,,,,181,,,421082.4200000001,1500,,,149582.4200000001,,,-0.2365,0.4149,False
2024-08-12,SKU0019,Apparel,2093.309854368932,,,,206,,,431221.83,1500,,,122221.83,,,-0.2365,0.4149,False
2024-08-19,SKU0019,Apparel,2135.56683908046,,,,174,,,371588.63,1500,,,110588.63000000002,,,-0.552,0.4149,False
2024-08-26,SKU0019,Apparel,2465.167214285714,,,,140,,,345123.41,1500,,,135123.40999999997,,,-0.552,0.4149,False
2024-09-02,SKU0019,Apparel,2204.4210215053763,,,,186,,,410022.31,1500,,,131022.31,,,-0.552,0.4149,False
2024-09-09,SKU0019,Apparel,2427.046858638744,,,,191,,,463565.9500000001,1500,,,177065.95000000013,,,-0.552,0.4149,False
2024-09-16,SKU0019,Apparel,1972.1724460431656,,,,139,,,274131.97000000003,1500,,,65631.97000000002,,,-0.2365,0.4149,False
2024-09-23,SKU0019,Apparel,2221.672,,,,175,,,388792.6,1500,,,126292.6,,,-0.2365,0.4149,False
2024-09-30,SKU0019,Apparel,2393.242708333333,,,,144,,,344626.94999999995,1500,,,128626.94999999998,,,-0.552,0.4149,False
2024-10-07,SKU0019,Apparel,2326.5832450331127,,,,151,,,351314.07,1500,,,124814.07000000002,,,-0.552,0.4149,False
2024-10-14,SKU0019,Apparel,2236.999580838324,,,,167,,,373578.9300000001,1500,,,123078.93000000014,,,-0.552,0.4149,False
2024-10-21,SKU0019,Apparel,2546.600542635659,,,,129,,,328511.47000000003,1500,,,135011.47000000003,,,-0.552,0.4149,False
2024-10-28,SKU0019,Apparel,2215.430070422535,,,,142,,,314591.07,1500,,,101591.07,,,-0.552,0.4149,False
2024-11-04,SKU0019,Apparel,2262.445446428572,,,,112,,,253393.89000000004,1500,,,85393.89000000004,,,-0.552,0.4149,False
2024-11-11,SKU0019,Apparel,2123.823167701863,,,,161,,,341935.5299999999,1500,,,100435.52999999994,,,-0.552,0.4149,False
2024-11-18,SKU0019,Apparel,2252.807658227848,,,,158,,,355943.61,1500,,,118943.61000000002,,,-0.552,0.4149,False
2024-11-25,SKU0019,Apparel,2188.696315789474,,,,190,,,415852.30000000005,1500,,,130852.30000000003,,,-0.552,0.4149,False
2024-12-02,SKU0019,Apparel,2197.8348502994013,,,,167,,,367038.42000000004,1500,,,116538.42000000001,,,-0.552,0.4149,False
2024-12-09,SKU0019,Apparel,2239.4924025974024,,,,154,,,344881.82999999996,1500,,,113881.82999999996,,,-0.552,0.4149,False
2024-12-16,SKU0019,Apparel,2304.3934193548384,,,,155,,,357180.98,1500,,,124680.97999999995,,,-0.552,0.4149,False
2024-12-23,SKU0019,Apparel,2501.359770114943,,,,174,,,435236.60000000003,1500,,,174236.60000000006,,,-0.552,0.4149,False
2024-12-30,SKU0019,Apparel,2256.6981818181816,,,,44,,,99294.71999999999,1500,,,33294.719999999994,,,-0.552,0.4149,False
2024-07-01,SKU0020,Home & Kitchen,6440.128702702703,6327.194159136789,20.9760302237644,-1.7536069351924533,185,186.39295075755618,0.7529463554357685,1191423.81,5000,1179344.3893374805,-1.013864299263878,266423.81000000006,247379.63554969963,-7.148075260353204,-0.424,0.0038,True
2024-07-08,SKU0020,Home & Kitchen,6072.317958115184,6524.162809990402,23.361814448536798,7.441060481218087,191,185.27514671536258,-2.997305384626925,1159812.7300000002,5000,1208765.2218158839,4.220723790114267,204812.7300000002,282389.48823907104,37.87692212250222,-0.424,0.0038,True
2024-07-15,SKU0020,Home & Kitchen,6689.66940397351,,,,151,,,1010140.0800000001,5000,,,255140.08000000005,,,-1.4459,0.0038,True
